adm1+name,adm1+pcode,adm2+pcode,adm2+name,affected+idps+ind,affected+idps+hh,adm1+origin+name,adm1+origin+pcode,adm2+origin+pcode,adm2+origin+name
South Kordofan,SD07,SD07104,Abu Kershola,87,21,Khartoum,SD01,SD01007,Khartoum
South Kordofan,SD07,SD07104,Abu Kershola,79,13,Khartoum,SD01,SD01007,Khartoum
South Kordofan,SD07,SD07104,Abu Kershola,314,64,Khartoum,SD01,SD01007,Khartoum
South Kordofan,SD07,SD07104,Abu Kershola,213,48,Khartoum,SD01,SD01006,Um Durman
South Kordofan,SD07,SD07104,Abu Kershola,142,33,Khartoum,SD01,SD01006,Um Durman
West Kordofan,SD18,SD18028,Abu Zabad,43,14,Khartoum,SD01,SD01006,Um Durman
West Kordofan,SD18,SD18028,Abu Zabad,26,6,Khartoum,SD01,SD01006,Um Durman
West Kordofan,SD18,SD18028,Abu Zabad,21,6,Khartoum,SD01,SD01006,Um Durman
West Kordofan,SD18,SD18028,Abu Zabad,16,4,Khartoum,SD01,SD01006,Um Durman
West Kordofan,SD18,SD18087,Abyei,175,35,Khartoum,SD01,SD01006,Um Durman
North Kordofan,SD13,SD13024,Sheikan,108,19,Khartoum,SD01,SD01007,Khartoum
North Kordofan,SD13,SD13024,Sheikan,74,13,Khartoum,SD01,SD01001,Jebel Awlia
North Kordofan,SD13,SD13025,Soudari,39,7,Khartoum,SD01,SD01006,Um Durman
North Kordofan,SD13,SD13025,Soudari,36,6,Khartoum,SD01,SD01003,Bahri
North Kordofan,SD13,SD13030,Ar Rahad,416,68,Khartoum,SD01,SD01001,Jebel Awlia
North Kordofan,SD13,SD13030,Ar Rahad,165,30,Khartoum,SD01,SD01006,Um Durman
North Kordofan,SD13,SD13030,Ar Rahad,164,31,Khartoum,SD01,SD01007,Khartoum
North Kordofan,SD13,SD13030,Ar Rahad,255,52,Khartoum,SD01,SD01006,Um Durman
North Kordofan,SD13,SD13030,Ar Rahad,170,35,Khartoum,SD01,SD01001,Jebel Awlia
North Kordofan,SD13,SD13030,Ar Rahad,107,21,Khartoum,SD01,SD01001,Jebel Awlia
North Kordofan,SD13,SD13030,Ar Rahad,107,20,Khartoum,SD01,SD01001,Jebel Awlia
North Kordofan,SD13,SD13030,Ar Rahad,142,27,Khartoum,SD01,SD01003,Bahri
South Kordofan,SD07,SD07106,At Tadamon - SK,381,71,Khartoum,SD01,SD01002,Um Bada
North Kordofan,SD13,SD13026,Bara,129,25,Khartoum,SD01,SD01006,Um Durman
North Kordofan,SD13,SD13026,Bara,134,27,Khartoum,SD01,SD01006,Um Durman
North Kordofan,SD13,SD13026,Bara,120,25,Khartoum,SD01,SD01007,Khartoum
North Kordofan,SD13,SD13026,Bara,130,23,Khartoum,SD01,SD01006,Um Durman
North Kordofan,SD13,SD13026,Bara,100,22,Khartoum,SD01,SD01007,Khartoum
West Kordofan,SD18,SD18086,As Salam - WK,380,76,Khartoum,SD01,SD01006,Um Durman
South Kordofan,SD07,SD07090,Abassiya,225,45,Khartoum,SD01,SD01002,Um Bada
Red Sea,SD10,SD10064,Port Sudan,12300,2460,Khartoum,SD01,SD01007,Khartoum
Red Sea,SD10,SD10064,Port Sudan,1500,300,Khartoum,SD01,SD01007,Khartoum
Red Sea,SD10,SD10064,Port Sudan,16,2,Khartoum,SD01,SD01007,Khartoum
Red Sea,SD10,SD10064,Port Sudan,50,10,Khartoum,SD01,SD01003,Bahri
Red Sea,SD10,SD10064,Port Sudan,1200,240,Khartoum,SD01,SD01003,Bahri
Red Sea,SD10,SD10064,Port Sudan,98,19,Khartoum,SD01,SD01003,Bahri
Red Sea,SD10,SD10064,Port Sudan,700,140,Khartoum,SD01,SD01003,Bahri
Red Sea,SD10,SD10064,Port Sudan,105,20,Khartoum,SD01,SD01003,Bahri
Red Sea,SD10,SD10064,Port Sudan,70,14,Khartoum,SD01,SD01003,Bahri
Red Sea,SD10,SD10064,Port Sudan,75,15,Khartoum,SD01,SD01003,Bahri
Red Sea,SD10,SD10064,Port Sudan,140,28,Khartoum,SD01,SD01007,Khartoum
Red Sea,SD10,SD10064,Port Sudan,80,16,Khartoum,SD01,SD01007,Khartoum
Red Sea,SD10,SD10064,Port Sudan,20,4,Khartoum,SD01,SD01007,Khartoum
Red Sea,SD10,SD10064,Port Sudan,50,10,Khartoum,SD01,SD01004,Sharg An Neel
Red Sea,SD10,SD10064,Port Sudan,850,170,Khartoum,SD01,SD01004,Sharg An Neel
Red Sea,SD10,SD10064,Port Sudan,20,4,Khartoum,SD01,SD01004,Sharg An Neel
Red Sea,SD10,SD10064,Port Sudan,92,19,Khartoum,SD01,SD01004,Sharg An Neel
Red Sea,SD10,SD10064,Port Sudan,45,9,Khartoum,SD01,SD01007,Khartoum
Red Sea,SD10,SD10068,Sawakin,60,12,Khartoum,SD01,SD01006,Um Durman
Red Sea,SD10,SD10071,Sinkat,100,20,Khartoum,SD01,SD01006,Um Durman
Red Sea,SD10,SD10067,Jubayt Elma'aadin,35,7,Khartoum,SD01,SD01006,Um Durman
Red Sea,SD10,SD10070,Haya,25,5,Khartoum,SD01,SD01006,Um Durman
Kassala,SD11,SD11053,Madeinat Kassala,3500,700,Khartoum,SD01,SD01003,Bahri
Kassala,SD11,SD11057,Reifi Shamal Ad Delta,70,14,Khartoum,SD01,SD01006,Um Durman
Kassala,SD11,SD11057,Reifi Shamal Ad Delta,100,20,Khartoum,SD01,SD01006,Um Durman
Kassala,SD11,SD11060,Reifi Khashm Elgirba,2000,400,Khartoum,SD01,SD01003,Bahri
Kassala,SD11,SD11052,Halfa Aj Jadeedah,1965,393,Khartoum,SD01,SD01003,Bahri
Kassala,SD11,SD11052,Halfa Aj Jadeedah,840,168,Khartoum,SD01,SD01003,Bahri
Gedaref,SD12,SD12080,Madeinat Al Gedaref,5330,1066,Khartoum,SD01,SD01007,Khartoum
Gedaref,SD12,SD12074,Al Fao,900,180,Khartoum,SD01,SD01007,Khartoum
Gedaref,SD12,SD12074,Al Fao,300,60,Khartoum,SD01,SD01007,Khartoum
Gedaref,SD12,SD12074,Al Fao,300,60,Khartoum,SD01,SD01004,Sharg An Neel
Gedaref,SD12,SD12074,Al Fao,2000,400,Khartoum,SD01,SD01004,Sharg An Neel
Gedaref,SD12,SD12083,Galabat Ash-Shargiah,125,25,Khartoum,SD01,SD01005,Karrari
Gedaref,SD12,SD12083,Galabat Ash-Shargiah,275,55,Khartoum,SD01,SD01005,Karrari
Gedaref,SD12,SD12083,Galabat Ash-Shargiah,1270,254,Khartoum,SD01,SD01002,Um Bada
Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,175,35,Khartoum,SD01,SD01006,Um Durman
Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,190,38,Khartoum,SD01,SD01006,Um Durman
Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,205,41,Khartoum,SD01,SD01006,Um Durman
Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,340,68,Khartoum,SD01,SD01007,Khartoum
Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,460,92,Khartoum,SD01,SD01007,Khartoum
Gedaref,SD12,SD12084,Ar Rahad,7075,1415,Khartoum,SD01,SD01007,Khartoum
Gedaref,SD12,SD12079,Gala'a Al Nahal,1440,288,Khartoum,SD01,SD01007,Khartoum
Gedaref,SD12,SD12082,Al Mafaza,3000,600,Khartoum,SD01,SD01007,Khartoum
Gedaref,SD12,SD12082,Al Mafaza,2315,463,Khartoum,SD01,SD01007,Khartoum
Gedaref,SD12,SD12076,Al Qureisha,2000,400,Khartoum,SD01,SD01007,Khartoum
Gedaref,SD12,SD12081,Wasat Al Gedaref,25,5,Khartoum,SD01,SD01007,Khartoum
Gedaref,SD12,SD12081,Wasat Al Gedaref,35,7,Khartoum,SD01,SD01007,Khartoum
Gedaref,SD12,SD12081,Wasat Al Gedaref,50,10,Khartoum,SD01,SD01007,Khartoum
Gedaref,SD12,SD12081,Wasat Al Gedaref,320,64,Khartoum,SD01,SD01007,Khartoum
Gedaref,SD12,SD12081,Wasat Al Gedaref,900,180,Khartoum,SD01,SD01006,Um Durman
Gedaref,SD12,SD12081,Wasat Al Gedaref,140,28,Khartoum,SD01,SD01006,Um Durman
Gedaref,SD12,SD12081,Wasat Al Gedaref,105,21,Khartoum,SD01,SD01006,Um Durman
Gedaref,SD12,SD12081,Wasat Al Gedaref,25,5,Khartoum,SD01,SD01006,Um Durman
Gedaref,SD12,SD12081,Wasat Al Gedaref,15,3,Khartoum,SD01,SD01006,Um Durman
Gedaref,SD12,SD12081,Wasat Al Gedaref,190,38,Khartoum,SD01,SD01006,Um Durman
Gedaref,SD12,SD12081,Wasat Al Gedaref,3235,647,Khartoum,SD01,SD01007,Khartoum
Gedaref,SD12,SD12077,Basundah,3200,640,Khartoum,SD01,SD01001,Jebel Awlia
Gedaref,SD12,SD12075,Al Fashaga,340,68,Khartoum,SD01,SD01001,Jebel Awlia
Gedaref,SD12,SD12075,Al Fashaga,660,132,Khartoum,SD01,SD01007,Khartoum
Blue Nile,SD08,SD08107,Ar Rusayris,2205,441,Khartoum,SD01,SD01004,Sharg An Neel
Blue Nile,SD08,SD08105,Ed Damazine,200,40,Khartoum,SD01,SD01004,Sharg An Neel
Blue Nile,SD08,SD08105,Ed Damazine,55,11,Khartoum,SD01,SD01004,Sharg An Neel
Blue Nile,SD08,SD08105,Ed Damazine,315,63,Khartoum,SD01,SD01007,Khartoum
Blue Nile,SD08,SD08105,Ed Damazine,75,15,Khartoum,SD01,SD01007,Khartoum
Blue Nile,SD08,SD08105,Ed Damazine,50,10,Khartoum,SD01,SD01007,Khartoum
Blue Nile,SD08,SD08108,At Tadamon - BN,105,21,Khartoum,SD01,SD01007,Khartoum
Blue Nile,SD08,SD08108,At Tadamon - BN,45,9,Khartoum,SD01,SD01007,Khartoum
Blue Nile,SD08,SD08108,At Tadamon - BN,5,1,Khartoum,SD01,SD01007,Khartoum
Blue Nile,SD08,SD08106,Al Kurmuk,130,26,Khartoum,SD01,SD01001,Jebel Awlia
Red Sea,SD10,SD10064,Port Sudan,0,0,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15034,Al Hasahisa,100,20,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15034,Al Hasahisa,50,10,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,75,15,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,75,15,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15034,Al Hasahisa,50,10,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,45,9,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15034,Al Hasahisa,55,11,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,55,11,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15034,Al Hasahisa,350,70,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15034,Al Hasahisa,200,40,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,150,30,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15034,Al Hasahisa,500,100,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,400,80,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15034,Al Hasahisa,375,75,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15034,Al Hasahisa,250,50,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15034,Al Hasahisa,225,45,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15034,Al Hasahisa,150,30,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,100,20,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15034,Al Hasahisa,85,17,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15034,Al Hasahisa,50,10,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15034,Al Hasahisa,40,8,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,35,7,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15034,Al Hasahisa,90,18,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15034,Al Hasahisa,60,12,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,275,55,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15034,Al Hasahisa,175,35,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15034,Al Hasahisa,50,10,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15034,Al Hasahisa,45,9,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15034,Al Hasahisa,75,15,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15034,Al Hasahisa,25,5,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15034,Al Hasahisa,65,13,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15034,Al Hasahisa,60,12,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15034,Al Hasahisa,100,20,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15034,Al Hasahisa,75,15,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15034,Al Hasahisa,275,55,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,125,25,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15034,Al Hasahisa,175,35,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15034,Al Hasahisa,100,20,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,130,26,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15034,Al Hasahisa,125,25,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15034,Al Hasahisa,75,15,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15034,Al Hasahisa,60,12,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,185,37,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15034,Al Hasahisa,150,30,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15034,Al Hasahisa,130,26,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,50,10,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15034,Al Hasahisa,165,33,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15034,Al Hasahisa,235,47,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,200,40,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15034,Al Hasahisa,100,20,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,80,16,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15034,Al Hasahisa,255,51,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,150,30,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15034,Al Hasahisa,125,40,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,125,20,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15034,Al Hasahisa,150,30,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15034,Al Hasahisa,75,15,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15034,Al Hasahisa,64,13,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,50,12,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15034,Al Hasahisa,200,40,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15034,Al Hasahisa,85,17,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15034,Al Hasahisa,75,15,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15034,Al Hasahisa,250,50,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,200,40,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15034,Al Hasahisa,260,52,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,610,122,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15034,Al Hasahisa,525,105,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15034,Al Hasahisa,465,93,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15034,Al Hasahisa,400,80,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15035,Al Kamlin,160,32,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15035,Al Kamlin,115,23,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15035,Al Kamlin,100,20,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15035,Al Kamlin,190,38,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15035,Al Kamlin,115,23,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15035,Al Kamlin,85,17,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15035,Al Kamlin,225,45,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15035,Al Kamlin,125,25,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15035,Al Kamlin,185,37,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15035,Al Kamlin,175,35,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15035,Al Kamlin,35,7,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15035,Al Kamlin,160,32,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15035,Al Kamlin,85,17,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15035,Al Kamlin,130,26,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15035,Al Kamlin,170,34,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15035,Al Kamlin,110,22,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15035,Al Kamlin,145,29,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15035,Al Kamlin,90,18,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15035,Al Kamlin,100,20,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15035,Al Kamlin,225,45,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15035,Al Kamlin,75,15,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15035,Al Kamlin,125,25,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15035,Al Kamlin,150,30,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15035,Al Kamlin,160,32,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15035,Al Kamlin,140,28,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15035,Al Kamlin,145,29,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15035,Al Kamlin,100,20,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15035,Al Kamlin,160,32,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15035,Al Kamlin,125,25,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15035,Al Kamlin,275,55,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15035,Al Kamlin,100,20,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15036,Al Manaqil,135,27,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15036,Al Manaqil,115,23,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15036,Al Manaqil,85,17,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15036,Al Manaqil,65,13,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15036,Al Manaqil,55,11,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15036,Al Manaqil,125,25,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15036,Al Manaqil,75,15,Khartoum,SD01,SD01002,Um Bada
Aj Jazirah,SD15,SD15036,Al Manaqil,75,15,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15036,Al Manaqil,75,15,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15036,Al Manaqil,50,10,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15036,Al Manaqil,50,10,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15036,Al Manaqil,105,21,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15036,Al Manaqil,75,15,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15036,Al Manaqil,60,12,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15036,Al Manaqil,40,8,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15036,Al Manaqil,50,10,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15036,Al Manaqil,85,17,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15036,Al Manaqil,75,15,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15036,Al Manaqil,50,10,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15036,Al Manaqil,80,16,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15036,Al Manaqil,90,18,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15036,Al Manaqil,50,10,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15036,Al Manaqil,125,25,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15036,Al Manaqil,65,13,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15036,Al Manaqil,65,13,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15036,Al Manaqil,70,14,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15036,Al Manaqil,60,12,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15036,Al Manaqil,85,17,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15036,Al Manaqil,115,23,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15036,Al Manaqil,100,20,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15036,Al Manaqil,85,17,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15036,Al Manaqil,85,17,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15036,Al Manaqil,65,13,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15036,Al Manaqil,135,27,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15036,Al Manaqil,105,21,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15036,Al Manaqil,95,19,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15036,Al Manaqil,70,14,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15036,Al Manaqil,80,16,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15036,Al Manaqil,60,12,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15036,Al Manaqil,160,32,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15036,Al Manaqil,215,43,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15037,Al Qurashi,335,67,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15037,Al Qurashi,275,55,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15037,Al Qurashi,215,43,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15037,Al Qurashi,175,35,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15037,Al Qurashi,195,39,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15037,Al Qurashi,140,28,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15037,Al Qurashi,90,18,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15037,Al Qurashi,345,69,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15037,Al Qurashi,285,57,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15037,Al Qurashi,255,51,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15037,Al Qurashi,205,41,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15037,Al Qurashi,150,30,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15037,Al Qurashi,100,20,Khartoum,SD01,SD01003,Bahri
Aj Jazirah,SD15,SD15037,Al Qurashi,70,14,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15037,Al Qurashi,175,35,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15037,Al Qurashi,170,34,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15037,Al Qurashi,130,26,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15037,Al Qurashi,170,34,Khartoum,SD01,SD01004,Sharg An Neel
Aj Jazirah,SD15,SD15037,Al Qurashi,130,26,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,105,21,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,75,15,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,150,30,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,75,15,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,265,53,Khartoum,SD01,SD01007,Khartoum
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,100,20,Khartoum,SD01,SD01006,Um Durman
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,110,22,Khartoum,SD01,SD01001,Jebel Awlia
Aj Jazirah,SD15,SD15031,Janub Aj Jazirah,95,19,Khartoum,SD01,SD01006,Um Durman
